Identificador,Tipo_de_subasta,Cuenta_expediente,Fecha_de_inicio,Fecha_de_conclusión,Cantidad_reclamda,Lotes,Anuncio_BOE,Valor_subasta,Tasación,Puja_mínima,Tramos_entre_pujas,Importe_del_depósito,id,Juzgado,Localidad
SUB-JA-2022-201550,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0065 18,03-11-2022,23-11-2022,"64.908,39 ",Sin lotes,BOE-B-2022-33721,"105.819,00 ","0,00 ",Sin puja mínima,"2.116,38 ","5.290,95 ",441,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-190542,JUDICIAL EN VÍA DE APREMIO,4081 0000 06 0600 20,03-11-2022,23-11-2022,"343.751,12 ",Sin lotes,BOE-B-2022-33700,"276.400,00 ","0,00 ",Sin puja mínima,"5.528,00 ","13.820,00 ",442,JUZGADO 1ª INST E INSTRUCC. 3 , dos hermanas
SUB-JA-2022-203070,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0187 21,03-11-2022,23-11-2022,"263.028,68 ",Sin lotes,BOE-B-2022-33722,"272.700,00 ","0,00 ",Sin puja mínima,Sin tramos,"13.635,00 ",443,JUZGADO 1ª INSTANCIA 32 , madrid
SUB-JA-2022-202870,JUDICIAL EN VÍA DE APREMIO,0764 0000 17 0164 21,03-11-2022,23-11-2022,"155.326,37 ",Sin lotes,BOE-B-2022-33697,"203.205,08 ","0,00 ",Sin puja mínima,"4.064,10 ","10.160,25 ",444,JUZGADO 1ª INST E INSTRUCC. 3 , cerdanyola del valles
SUB-JA-2022-202168,JUDICIAL EN VÍA DE APREMIO,4224 0000 06 1417 21,03-11-2022,23-11-2022,"31.156,98 ",Sin lotes,BOE-B-2022-33753,"40.500,00 ","40.500,00 ",Sin puja mínima,Sin tramos,"2.025,00 ",445,JUZGADO 1ª INST E INSTRUCC. 2 , tortosa
SUB-JA-2022-189142,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0244 21,03-11-2022,23-11-2022,"208.355,46 ",Sin lotes,BOE-B-2022-33724,"247.200,00 ","0,00 ",Sin puja mínima,"4.944,00 ","12.360,00 ",447,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-199371,JUDICIAL EN VÍA DE APREMIO,3028 0000 00 1040 21,03-11-2022,23-11-2022,"126.334,25 ",Sin lotes,BOE-B-2022-33728,"128.800,00 ","0,00 ",Sin puja mínima,"2.576,00 ","6.440,00 ",448,JUZGADO 1ª INSTANCIA 12 , malaga
SUB-JA-2022-202719,JUDICIAL EN VÍA DE APREMIO,4219 0000 06 0066 19,03-11-2022,23-11-2022,"106.216,03 ",Sin lotes,BOE-B-2022-33749,"170.433,53 ","0,00 ",Sin puja mínima,"3.408,67 ","8.521,67 ",449,JUZGADO 1ª INSTANCIA 6 , tarragona
SUB-JA-2022-203031,JUDICIAL EN VÍA DE APREMIO,1250 0000 05 0212 08,03-11-2022,23-11-2022,"1.207,19 ",Sin lotes,BOE-B-2022-33712,"5.139,00 ","0,00 ",Sin puja mínima,"102,78 ","256,95 ",450,JUZGADO 1ª INSTANCIA 2 , jerez de la frontera
SUB-JA-2022-203310,JUDICIAL EN VÍA DE APREMIO,4856 0000 06 0076 19,03-11-2022,23-11-2022,"203.415,59 ",Sin lotes,BOE-B-2022-33755,"310.960,00 ","310.960,00 ",Sin puja mínima,"6.219,20 ","15.548,00 ",451,JUZGADO 1ª INST E INSTRUCC. 3 , tui
SUB-JA-2022-201615,JUDICIAL EN VÍA DE APREMIO,2922 0000 06 0151 21,03-11-2022,23-11-2022,"126.590,30 ",Sin lotes,BOE-B-2022-33705,"164.211,26 ","0,00 ",Sin puja mínima,"3.284,22 ","8.210,56 ",452,JUZGADO 1ª INSTANCIA 3 , fuengirola
SUB-JA-2022-203329,JUDICIAL EN VÍA DE APREMIO,3589 0000 10 0058 22,03-11-2022,23-11-2022,"33.046,31 ",Sin lotes,BOE-B-2022-33735,"85.975,37 ","0,00 ",Sin puja mínima,"1.719,50 ","4.298,76 ",453,JUZGADO 1ª INSTANCIA 4 , pontevedra
SUB-JA-2022-202952,JUDICIAL EN VÍA DE APREMIO,2935 0000 05 0594 17,03-11-2022,23-11-2022,"3.927,14 ",Sin lotes,BOE-B-2022-33727,"263.934,00 ","0,00 ",Sin puja mínima,"5.278,68 ","13.196,70 ",454,JUZGADO 1ª INSTANCIA 3 , malaga
SUB-JA-2022-203447,JUDICIAL EN VÍA DE APREMIO,1323 0000 06 0614 21,03-11-2022,23-11-2022,"101.138,81 ",Sin lotes,BOE-B-2022-33692,"212.750,24 ","0,00 ",Sin puja mínima,Sin tramos,"10.637,51 ",455,JUZGADO 1ª INSTANCIA 1 , castellon de la plana
SUB-JA-2022-197365,JUDICIAL EN VÍA DE APREMIO,3214 0000 06 0046 20,03-11-2022,23-11-2022,"81.355,43 ",Sin lotes,BOE-B-2022-33763,"125.083,20 ","125.083,20 ",Sin puja mínima,Sin tramos,"6.254,16 ",456,JUZGADO 1ª INST E INSTRUCC. 1 , xinzo de limia
SUB-JA-2022-203515,JUDICIAL EN VÍA DE APREMIO,0858 0000 06 0710 20,03-11-2022,23-11-2022,"123.477,53 ",Sin lotes,BOE-B-2022-33742,"220.929,00 ","0,00 ",Sin puja mínima,"4.418,58 ","11.046,45 ",457,JUZGADO 1ª INST E INSTRUCC. 4 , santa coloma gramenet
SUB-JA-2022-199215,JUDICIAL EN VÍA DE APREMIO,1930 0000 06 1516 18,03-11-2022,23-11-2022,"299.734,46 ",Sin lotes,BOE-B-2022-33701,"426.210,00 ","426.210,00 ",Sin puja mínima,Sin tramos,"21.310,50 ",458,JUZGADO 1ª INST E INSTRUCC. 6 , el vendrell
SUB-JA-2022-203201,JUDICIAL EN VÍA DE APREMIO,2064 0000 06 0579 20,03-11-2022,23-11-2022,"28.251,70 ",Sin lotes,BOE-B-2022-33715,"91.732,00 ","91.732,00 ",Sin puja mínima,"1.834,64 ","4.586,60 ",459,JUZGADO 1ª INST E INSTRUCC. 3 , linares
SUB-JA-2022-202834,JUDICIAL EN VÍA DE APREMIO,4851 0000 06 0119 22,03-11-2022,23-11-2022,"22.125,21 ",Sin lotes,BOE-B-2022-33759,"71.673,25 ","0,00 ",Sin puja mínima,"1.433,46 ","3.583,66 ",460,JUZGADO 1ª INSTANCIA 14 , valladolid
SUB-JA-2021-186104,JUDICIAL EN VÍA DE APREMIO,2068 0000 06 0694 15,03-11-2022,23-11-2022,"62.500,50 ",Sin lotes,BOE-B-2022-33716,"77.676,00 ","0,00 ",Sin puja mínima,"1.553,52 ","3.883,80 ",461,JUZGADO 1ª INST E INSTRUCC. 4 , linares
SUB-JV-2022-202419,JUDICIAL VOLUNTARIA,2959 0000 05 0693 21,03-11-2022,23-11-2022,"0,00 ",Sin lotes,BOE-B-2022-33726,"356.250,00 ","0,00 ",Sin puja mínima,"2.000,00 ","17.812,50 ",462,JUZGADO 1ª INSTANCIA 8 , malaga
SUB-JC-2022-201979,JUDICIAL CONCURSAL,2205 0000 52 0600 20,03-11-2022,23-11-2022,"229.113,77 ",Sin lotes,BOE-B-2022-33717,"40.755,84 ","0,00 ",Sin puja mínima,Sin tramos,"2.037,79 ",463,JUZGADO 1ª INSTANCIA 6 , logrono
SUB-JA-2022-202635,JUDICIAL EN VÍA DE APREMIO,3728 3105 06 1635 15,03-11-2022,23-11-2022,"94.357,43 ",Sin lotes,BOE-B-2022-33771,"122.320,00 ","0,00 ",Sin puja mínima,"2.446,41 ","6.116,00 ",464,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-203135,JUDICIAL EN VÍA DE APREMIO,0820 0000 05 1041 21,03-11-2022,23-11-2022,"113.455,48 ",Sin lotes,BOE-B-2022-33740,"157.862,99 ","0,00 ",Sin puja mínima,"3.157,25 ","7.893,14 ",465,JUZGADO 1ª INSTANCIA 6 , sabadell
SUB-JA-2019-130921,JUDICIAL EN VÍA DE APREMIO,4961 0000 06 0572 13,03-11-2022,23-11-2022,"103.819,01 ",Sin lotes,BOE-B-2022-33694,"113.669,00 ","0,00 ",Sin puja mínima,"2.273,38 ","5.683,45 ",466,JUZGADO 1ª INSTANCIA 8 , castellon de la plana
SUB-JA-2022-203142,JUDICIAL EN VÍA DE APREMIO,5079 0000 06 0604 16,03-11-2022,23-11-2022,"156.207,55 ",Sin lotes,BOE-B-2022-33750,"157.000,00 ","0,00 ",Sin puja mínima,"3.140,00 ","7.850,00 ",468,JUZGADO 1ª INSTANCIA 8 , terrassa
SUB-JA-2022-202849,JUDICIAL EN VÍA DE APREMIO,3659 0000 06 0097 21,03-11-2022,23-11-2022,"70.240,32 ",Sin lotes,BOE-B-2022-33734,"108.993,43 ","0,00 ",Sin puja mínima,Sin tramos,"5.449,67 ",470,JUZGADO 1ª INST E INSTRUCC. 6 , parla
SUB-JA-2022-201162,JUDICIAL EN VÍA DE APREMIO,3899 0000 06 0835 20,03-11-2022,23-11-2022,"71.253,88 ",Sin lotes,BOE-B-2022-33743,"107.257,50 ","107.257,50 ",Sin puja mínima,"2.145,15 ","5.362,88 ",471,JUZGADO 1ª INSTANCIA 7 , santander
SUB-JA-2022-202414,JUDICIAL EN VÍA DE APREMIO,4194 0000 06 0732 20,03-11-2022,23-11-2022,"91.067,43 ",Sin lotes,BOE-B-2022-33737,"160.603,24 ","160.603,24 ",Sin puja mínima,Sin tramos,"8.030,16 ",472,JUZGADO 1ª INSTANCIA 4 , reus
SUB-JA-2022-196785,JUDICIAL EN VÍA DE APREMIO,2712 0000 06 0216 21,03-11-2022,23-11-2022,"31.212,42 ",Sin lotes,BOE-B-2022-33720,"31.212,42 ","42.741,62 ",Sin puja mínima,"624,24 ","1.560,62 ",473,JUZGADO 1ª INSTANCIA 4 , lugo
SUB-JA-2022-201773,JUDICIAL EN VÍA DE APREMIO,3118 0000 06 0599 17,03-11-2022,23-11-2022,"163.052,46 ",Sin lotes,BOE-B-2022-33751,"180.354,61 ","180.354,61 ",Sin puja mínima,"3.607,09 ","9.017,73 ",474,JUZGADO 1ª INSTANCIA 2 , torremolinos
SUB-JA-2022-202851,JUDICIAL EN VÍA DE APREMIO,3278 0000 06 0125 21,03-11-2022,23-11-2022,"83.893,70 ",Sin lotes,BOE-B-2022-33689,"152.415,66 ","0,00 ",Sin puja mínima,"3.048,31 ","7.620,78 ",475,JUZGADO 1ª INST E INSTRUCC. 1 , cangues d'onis/cangas de onis-cangas de onis
SUB-JA-2020-152020,JUDICIAL EN VÍA DE APREMIO,1553 0000 06 0273 19,03-11-2022,23-11-2022,"12.024,36 ",Sin lotes,BOE-B-2022-33703,"35.720,00 ","0,00 ",Sin puja mínima,"714,40 ","1.786,00 ",476,JUZGADO 1ª INSTANCIA 1 , ferrol
SUB-JA-2022-201745,JUDICIAL EN VÍA DE APREMIO,2720 0000 06 1367 21,03-11-2022,23-11-2022,"141.822,21 ",Sin lotes,BOE-B-2022-33730,"268.500,00 ","0,00 ",Sin puja mínima,"1.000,00 ","13.425,00 ",478,JUZGADO 1ª INSTANCIA 6 , mataro
SUB-JA-2022-196423,JUDICIAL EN VÍA DE APREMIO,2079 0000 06 0031 17,03-11-2022,23-11-2022,"195.100,35 ",Sin lotes,BOE-B-2022-33756,"211.734,00 ","0,00 ",Sin puja mínima,"4.234,68 ","10.586,70 ",479,JUZGADO 1ª INST E INSTRUCC. 1 , ubeda
SUB-JA-2022-201474,JUDICIAL EN VÍA DE APREMIO,0882 0000 17 0973 19,03-11-2022,23-11-2022,"67.849,75 ",Sin lotes,BOE-B-2022-33685,"130.224,51 ","0,00 ",Sin puja mínima,"2.604,49 ","6.511,22 ",480,JUZGADO 1ª INSTANCIA 2 , badajoz
SUB-JA-2022-203029,JUDICIAL EN VÍA DE APREMIO,2359 0000 06 1303 21,03-11-2022,23-11-2022,"148.605,03 ",Sin lotes,BOE-B-2022-33695,"148.605,03 ","0,00 ",Sin puja mínima,"2.972,10 ","7.430,25 ",482,JUZGADO 1ª INST E INSTRUCC. 7 , cerdanyola del valles
SUB-JA-2022-203054,JUDICIAL EN VÍA DE APREMIO,0754 0000 06 0297 12,01-11-2022,21-11-2022,"143.263,98 ",Sin lotes,BOE-B-2022-33341,"263.223,93 ","0,00 ",Sin puja mínima,"5.264,47 ","13.161,19 ",483,JUZGADO 1ª INSTANCIA 3 , hospitalet de llobregat (l')
SUB-JA-2022-203073,JUDICIAL EN VÍA DE APREMIO,4745 0000 06 0136 21,01-11-2022,21-11-2022,"123.652,47 ",Sin lotes,BOE-B-2022-33326,"141.300,00 ","0,00 ",Sin puja mínima,"2.826,00 ","7.065,00 ",484,JUZGADO 1ª INST E INSTRUCC. 3 , gernika-lumo
SUB-JA-2022-203077,JUDICIAL EN VÍA DE APREMIO,4962 0000 06 1796 13,01-11-2022,21-11-2022,"692.171,91 ",Sin lotes,BOE-B-2022-33335,"1.579.217,84 ","1.579.217,84 ",Sin puja mínima,Sin tramos,"78.960,89 ",485,JUZGADO 1ª INSTANCIA 7 , granollers
SUB-JA-2022-199260,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0178 18,01-11-2022,21-11-2022,"90.491,41 ",Sin lotes,BOE-B-2022-33366,"143.011,25 ","0,00 ",Sin puja mínima,"2.860,22 ","7.150,56 ",486,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-203093,JUDICIAL EN VÍA DE APREMIO,4827 0000 06 1480 17,01-11-2022,21-11-2022,"27.615,16 ",Sin lotes,BOE-B-2022-33333,"104.287,42 ","0,00 ",Sin puja mínima,"2.085,74 ","5.214,37 ",487,JUZGADO 1ª INSTANCIA 18 , granada
SUB-JA-2022-203099,JUDICIAL EN VÍA DE APREMIO,0754 0000 06 1587 14,01-11-2022,21-11-2022,"176.917,71 ",Sin lotes,BOE-B-2022-33342,"278.553,60 ","0,00 ",Sin puja mínima,"5.571,07 ","13.927,68 ",488,JUZGADO 1ª INSTANCIA 3 , hospitalet de llobregat (l')
SUB-JA-2022-198988,JUDICIAL EN VÍA DE APREMIO,3519 0000 05 0379 15,01-11-2022,21-11-2022,"94.290,50 ",Sin lotes,BOE-B-2022-33422,"199.425,00 ","0,00 ",Sin puja mínima,Sin tramos,"9.971,25 ",489,JUZGADO 1ª INSTANCIA 1 , san bartolome de tirajana
SUB-JA-2022-198950,JUDICIAL EN VÍA DE APREMIO,0867 0000 06 0591 21,01-11-2022,21-11-2022,"128.608,28 ",Sin lotes,BOE-B-2022-33437,"230.034,15 ","0,00 ",Sin puja mínima,"4.600,68 ","11.501,71 ",490,JUZGADO 1ª INSTANCIA 3 , terrassa
SUB-JA-2022-198330,JUDICIAL EN VÍA DE APREMIO,3362 0000 05 0129 19,01-11-2022,21-11-2022,"27.742,64 ",Sin lotes,BOE-B-2022-33394,"85.138,95 ","85.138,95 ",Sin puja mínima,"1.702,78 ","4.256,95 ",495,JUZGADO 1ª INSTANCIA 5 , oviedo
SUB-JA-2022-203112,JUDICIAL EN VÍA DE APREMIO,1820 0000 05 0279 19,01-11-2022,21-11-2022,"97.328,12 ",Sin lotes,BOE-B-2022-33337,"156.304,00 ","0,00 ",Sin puja mínima,"3.126,08 ","7.815,20 ",496,JUZGADO 1ª INSTANCIA 3 , guadalajara
SUB-JA-2022-203120,JUDICIAL EN VÍA DE APREMIO,0183 0000 06 0372 14,01-11-2022,21-11-2022,"152.620,75 ",Sin lotes,BOE-B-2022-33391,"233.440,00 ","0,00 ",Sin puja mínima,"4.668,80 ","11.672,00 ",498,JUZGADO 1ª INSTANCIA 2 , orihuela
SUB-JA-2022-198097,JUDICIAL EN VÍA DE APREMIO,1725 0000 06 0578 15,01-11-2022,21-11-2022,"89.860,56 ",Sin lotes,BOE-B-2022-33331,"235.385,00 ","0,00 ",Sin puja mínima,Sin tramos,"11.769,25 ",499,JUZGADO 1ª INSTANCIA 4 , granada
SUB-JA-2022-198094,JUDICIAL EN VÍA DE APREMIO,0535 0000 05 0635 19,01-11-2022,21-11-2022,"262.451,02 ",Sin lotes,BOE-B-2022-33290,"326.951,80 ","0,00 ",Sin puja mínima,Sin tramos,"16.347,59 ",500,JUZGADO 1ª INSTANCIA 2 , barcelona
SUB-NE-2022-1125987,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,17-11-2022,07-12-2022,"11.730,81 ",Sin lotes,BOE-B-2022-35401,No consta,"4.808,10 ",Sin puja mínima,Sin tramos,"240,41 ",8,Notaría de Roberto Jesús Cutillas Morales , adeje
SUB-RC-2022-1710000145,RECAUDACIÓN TRIBUTARIA,unknown,17-11-2022,07-12-2022,"29.196,68 ",Sin lotes,BOE-B-2022-35378,"615.000,00 ","615.000,00 ","215.250,00 €","1.000,00 ","30.750,00 ",14,Consell Comarcal del Baix Empordà , la bisbal d'emporda
SUB-NE-2022-1115988,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,17-11-2022,07-12-2022,"13.010,51 ",Sin lotes,BOE-B-2022-35403,No consta,"2.404,05 ",Sin puja mínima,Sin tramos,"120,20 ",17,Notaría de Roberto Jesús Cutillas Morales , adeje
SUB-RC-2022-0020220000042,RECAUDACIÓN TRIBUTARIA,unknown,17-11-2022,07-12-2022,"13.389,83 ",Sin lotes,BOE-B-2022-35375,"65.573,08 ","65.573,08 ","25.000,00 €","200,00 ","3.278,65 ",47,Zona Recadación Coruña , axencia tributaria de galicia - coruna (a)
SUB-NE-2022-1145989,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,17-11-2022,07-12-2022,"106.195,35 ",Sin lotes,BOE-B-2022-35399,No consta,"180.300,00 ",Sin puja mínima,Sin tramos,"9.015,00 ",49,Notaría de Javier Alfonso López Vicent , murcia
SUB-RC-2022-0025I20220042,RECAUDACIÓN TRIBUTARIA,unknown,15-11-2022,05-12-2022,"1.557,44 ",Sin lotes,BOE-B-2022-35211,"100.629,59 ","104.940,00 ","30.188,88 €","3.000,00 ","5.031,48 ",78,Gestion Tributaria Provincial Albacete , albacete
SUB-NV-2022-1125986,NOTARIAL VOLUNTARIA,unknown,15-11-2022,05-12-2022,"25.477,08 ",Sin lotes,BOE-B-2022-35223,No consta,"25.477,08 ","25.477,08 €",Sin tramos,"1.273,85 ",96,Notaría de María del Carmen Velasco Ramírez , bilbao/bilbo
SUB-RC-2022-2800500109518,RECAUDACIÓN TRIBUTARIA,unknown,15-11-2022,05-12-2022,"117.023,57 ",Sin lotes,BOE-B-2022-35213,"65.665,65 ","72.300,00 ","65.000,00 €","5.000,00 ","3.283,28 ",105,Ayuntamiento de Madrid , madrid
SUB-RC-2022-1400100122024,RECAUDACIÓN TRIBUTARIA,unknown,15-11-2022,05-12-2022,"20.978,90 ",Sin lotes,BOE-B-2022-35212,"46.948,12 ","46.948,12 ","14.100,00 €","2.500,00 ","2.347,41 ",124,Instituto de Cooperación con la Hacienda Local de la Diputación de Córdoba , cordoba
SUB-RC-2022-220050012207,RECAUDACIÓN TRIBUTARIA,unknown,11-11-2022,01-12-2022,"2.439,96 ",Sin lotes,BOE-B-2022-34846,"87.040,57 ","88.700,00 ",Sin puja mínima,"1.700,00 ","4.352,02 ",161,Diputación Provincial de Huesca , huesca
SUB-RC-2022-220050012206,RECAUDACIÓN TRIBUTARIA,unknown,11-11-2022,01-12-2022,"14.927,31 ",Sin lotes,BOE-B-2022-34850,"39.848,66 ","79.565,22 ",Sin puja mínima,"800,00 ","1.992,43 ",167,Diputación Provincial de Huesca , huesca
SUB-RC-2022-220050012205,RECAUDACIÓN TRIBUTARIA,unknown,11-11-2022,01-12-2022,"21.589,32 ",Sin lotes,BOE-B-2022-34854,"20.287,18 ","25.782,96 ",Sin puja mínima,"400,00 ","1.014,36 ",168,Diputación Provincial de Huesca , huesca
SUB-RC-2022-0008188,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"12.865,49 ",Sin lotes,BOE-B-2022-34657,"39.388,16 ","39.388,16 ",Sin puja mínima,"1.200,00 ","1.969,41 ",207,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008187,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"18.969,12 ",Sin lotes,BOE-B-2022-34656,"16.116,55 ","16.116,55 ",Sin puja mínima,"600,00 ","805,83 ",208,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008181,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"17.412,32 ",Sin lotes,BOE-B-2022-34650,"14.846,58 ","14.846,58 ",Sin puja mínima,"600,00 ","742,33 ",214,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008189,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"21.571,81 ",Sin lotes,BOE-B-2022-34658,"56.883,20 ","56.883,20 ",Sin puja mínima,"1.200,00 ","2.844,16 ",222,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008182,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"2.606.787,97 ",Sin lotes,BOE-B-2022-34651,"164.907,09 ","165.631,00 ",Sin puja mínima,"3.000,00 ","8.245,35 ",227,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008191,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"46.814,91 ",Sin lotes,BOE-B-2022-34660,"47.811,42 ","47.811,42 ",Sin puja mínima,"1.200,00 ","2.390,57 ",229,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008190,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"14.220,75 ",Sin lotes,BOE-B-2022-34659,"94.479,05 ","94.479,05 ",Sin puja mínima,"3.000,00 ","4.723,95 ",240,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008186,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"36.844,28 ",Sin lotes,BOE-B-2022-34655,"45.618,70 ","45.618,70 ",Sin puja mínima,"1.200,00 ","2.280,94 ",248,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008185,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"62.350,64 ",Sin lotes,BOE-B-2022-34654,"35.775,49 ","35.775,49 ",Sin puja mínima,"1.200,00 ","1.788,77 ",257,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-0008184,RECAUDACIÓN TRIBUTARIA,unknown,10-11-2022,30-11-2022,"121.533,93 ",Sin lotes,BOE-B-2022-34653,"36.612,50 ","36.612,50 ",Sin puja mínima,"1.200,00 ","1.830,63 ",259,Ente Público de Servicios Tributarios del Principado de Asturias , oviedo
SUB-RC-2022-1400100122023,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"3.668,26 ",Sin lotes,BOE-B-2022-34461,"7.786,10 ","7.786,10 ","2.500,00 €","100,00 ","389,31 ",269,Instituto de Cooperación con la Hacienda Local de la Diputación de Córdoba , cordoba
SUB-RC-2022-0026I20220108,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"20.611,08 ",Sin lotes,BOE-B-2022-34475,"17.611,88 ","17.611,88 ","4.402,97 €","1.000,00 ","880,59 ",270,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-RC-2022-0026I20220087,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"5.473,39 ",Sin lotes,BOE-B-2022-34480,"147.883,19 ","147.883,19 ","73.941,60 €","3.000,00 ","7.394,16 ",271,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-RC-2022-0026I20220010,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"4.677,73 ",Sin lotes,BOE-B-2022-34472,"17.990,48 ","17.990,48 ","4.497,62 €","1.000,00 ","899,52 ",272,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-RC-2022-0026I20220009,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"13.205,20 ",Sin lotes,BOE-B-2022-34471,"34.576,53 ","34.576,53 ","17.288,27 €","1.000,00 ","1.728,83 ",273,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-RC-2022-0026I20210455,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"3.443,44 ",Sin lotes,BOE-B-2022-34470,"12.734,92 ","12.734,92 ","6.367,46 €","1.000,00 ","636,75 ",274,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-RC-2022-0026I20210289,RECAUDACIÓN TRIBUTARIA,unknown,08-11-2022,28-11-2022,"1.647,19 ",Sin lotes,BOE-B-2022-34469,"39.680,55 ","39.680,55 ","19.840,28 €","1.000,00 ","1.984,03 ",275,Suma Gestión Tributaria. Diputación de Alicante , alacant/alicante
SUB-NE-2022-1145986,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,08-11-2022,28-11-2022,"3.894.522,04 ",Sin lotes,BOE-B-2022-34493,No consta,"4.917.000,00 ","2.458.500,00 €","100.000,00 ","245.850,00 ",276,Notaría de Francisco Miras Ortiz , madrid
SUB-NE-2022-1135987,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,08-11-2022,28-11-2022,"92.384,38 ",Sin lotes,BOE-B-2022-34492,No consta,"140.257,05 ","84.154,23 €","1.000,00 ","7.012,85 ",277,Notaría de Francisco Candil Bergillos , rincon de la victoria
SUB-NE-2022-1115986,NOTARIAL EN VENTA EXTRAJUDICIAL,unknown,08-11-2022,28-11-2022,"100.652,85 ",Sin lotes,BOE-B-2022-34494,No consta,"227.899,17 ",Sin puja mínima,Sin tramos,"11.394,96 ",278,Notaría de José María Pages Vall , ingenio
SUB-AT-2022-22R3386001061,AGENCIA TRIBUTARIA,unknown,17-11-2022,07-12-2022,,Sin lotes,BOE-B-2022-35354,"96.847,68 ","123.387,75 ",Sin puja mínima,"2.000,00 ","4.842,38 ",36,U.R. SUBASTAS ASTURIAS , oviedo
SUB-AT-2022-22R0886001256,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35190,"58.766,43 ","61.753,15 ",Sin puja mínima,"1.000,00 ","2.938,32 ",93,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001260,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35193,"195.065,70 ","195.065,70 ",Sin puja mínima,"2.000,00 ","9.753,28 ",98,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001236,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35189,"57.408,23 ","57.408,23 ",Sin puja mínima,"1.000,00 ","2.870,41 ",99,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001261,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35194,"180.840,15 ","180.840,15 ",Sin puja mínima,"2.000,00 ","9.042,00 ",104,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001291,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35184,"84.633,27 ","84.633,27 ",Sin puja mínima,"2.000,00 ","4.231,66 ",108,U.R. SUBASTAS CATALUÑA , barcelona
SUB-AT-2022-22R0886001317,AGENCIA TRIBUTARIA,unknown,15-11-2022,05-12-2022,,Sin lotes,BOE-B-2022-35188,"112.121,49 ","204.657,77 ",Sin puja mínima,"2.000,00 ","5.606,07 ",114,U.R. SUBASTAS CATALUÑA , barcelona
